trait,feature,coefficient,std_error,t_statistic,p_value,ci_lower,ci_upper,significance
extraversion,sex_Female,0.05800633017816363,0.0773872497958556,0.7495592663026786,0.4537101588249083,-0.09386797326310357,0.20988063361943082,
extraversion,race_Asian,0.05791057955054224,0.22189101020748403,0.2609865965114661,0.7941607485103139,-0.3775557628254792,0.4933769219265637,
extraversion,race_Black,0.1356499412597173,0.21528271701958315,0.6301013993955582,0.5287833584173423,-0.28684746983246023,0.5581473523518948,
extraversion,race_Hispanic,0.03958217730770153,0.19107116816868305,0.2071593411349077,0.8359308666766968,-0.3353994979666929,0.41456385258209594,
extraversion,race_Other,0.08114811736342277,0.19408244378683814,0.41811158072879695,0.6759622692840399,-0.2997432573534949,0.4620394920803404,
extraversion,religion_Agnostic,0.24573096328199473,0.20490862411988042,1.199222162256243,0.2307476812341764,-0.15640704574933162,0.6478689723133211,
extraversion,religion_Atheist,-0.05221707802860184,0.19295905296475355,-0.27061222174499355,0.7867494688696339,-0.43090377175418715,0.3264696156969834,
extraversion,religion_Buddhist,-0.014880819061283135,0.17962597163817184,-0.08284336015316424,0.9339939565152442,-0.3674010261299307,0.3376393880073644,
extraversion,religion_Hindu,-0.0793010926998236,0.18179177059122006,-0.4362193758382019,0.6627790324533298,-0.4360717313092705,0.2774695459096233,
extraversion,religion_Jewish,-0.13469887601654573,0.1781564951404784,-0.756070531755433,0.4497987860401277,-0.4843352007906392,0.21493744875754772,
extraversion,religion_Mormon,0.006286100426502077,0.21630680718221237,0.029061038385198835,0.9768221579139325,-0.41822111177012944,0.4307933126231336,
extraversion,religion_Muslim,0.00626595054584294,0.18956216940174445,0.03305485775784373,0.9736379493234092,-0.3657542790481959,0.3782861801398818,
extraversion,religion_Nothing in particular,0.22918282778361249,0.17868163542033,1.2826322483812267,0.19994122006402779,-0.12148409717877817,0.5798497527460031,
extraversion,religion_Orthodox,0.1143080069831669,0.18981292711763034,0.6022140257724821,0.5471787898565651,-0.258204340544164,0.4868203545104978,
extraversion,religion_Other,-0.05149181296354838,0.19991596567896738,-0.2575672872782751,0.7967979810329807,-0.4438316120179847,0.34084798609088796,
extraversion,religion_Roman Catholic,0.0037386704204137033,0.17834513821316353,0.020963119364348082,0.983279582038457,-0.3462678708342841,0.3537452116751115,
extraversion,political_views_Conservative,0.06415333573314441,0.055423655005865616,1.1575082106431795,0.24736262106968052,-0.04461689476851803,0.17292356623480687,
extraversion,political_views_Liberal,0.13269252394138245,0.05569835216734138,2.38234200435083,0.017403470935966323,0.023383193779679373,0.24200185410308553,*
extraversion,political_views_Very conservative,0.07419264690854387,0.05473175994501253,1.3555684484307309,0.1755663225878806,-0.033219723213033805,0.18160501703012155,
extraversion,political_views_Very liberal,0.17445790099349237,0.05459112427628298,3.195719144939561,0.0014419412552772325,0.06732153168966751,0.2815942702973172,**
extraversion,political_party_Democrat,0.02264372481594712,0.050378570942997344,0.44947136038392554,0.6531966199924351,-0.076225409188915,0.12151285882080924,
extraversion,political_party_Republican,-0.012627304928351082,0.04983351390281602,-0.2533898161983221,0.8000231197626935,-0.11042675163289348,0.08517214177619131,
extraversion,political_party_Something else,-0.08282260635965422,0.04964684112606121,-1.6682351682628604,0.09560639416433464,-0.18025570333583862,0.014610490616530178,
extraversion,sex_Female__x__race_Asian,0.07616229813479178,0.10902341274394407,0.6985866266511856,0.48498542889521123,-0.13779872145118946,0.29012331772077304,
extraversion,sex_Female__x__race_Black,-0.09143817226750806,0.11118274561408152,-0.8224133318751864,0.41105295518507756,-0.30963693355402866,0.12676058901901258,
extraversion,sex_Female__x__race_Hispanic,-0.07226207065493559,0.11184056463517485,-0.6461168261324078,0.518363441683755,-0.2917518172895919,0.14722767597972072,
extraversion,sex_Female__x__race_Other,-0.06511994110457248,0.1103958033965838,-0.5898769618138185,0.5554167332529057,-0.2817743097237445,0.15153442751459956,
extraversion,race_Asian__x__religion_Agnostic,-0.31704626965543725,0.29480315074243807,-1.0754507502955164,0.2824524937280259,-0.895604407971608,0.2615118686607335,
extraversion,race_Asian__x__religion_Atheist,-0.09233125522692875,0.2885789531010481,-0.3199514525738759,0.7490771523307451,-0.65867425883085,0.47401174837699245,
extraversion,race_Asian__x__religion_Buddhist,-0.07721333475411249,0.2859453358040206,-0.2700283064138961,0.7871985128232186,-0.6383878022804234,0.4839611327721983,
extraversion,race_Asian__x__religion_Hindu,0.019229163892779844,0.2755478805635703,0.06978519977526583,0.9443796618256092,-0.5215400524277993,0.559998380213359,
extraversion,race_Asian__x__religion_Jewish,-0.006305131192215319,0.28916353006341416,-0.02180472478957699,0.9826084125961004,-0.5737953808760963,0.5611851184916656,
extraversion,race_Asian__x__religion_Mormon,-0.08497438156773074,0.2979525648369603,-0.2851943282120385,0.7755589023976303,-0.6697133193452527,0.4997645562097912,
extraversion,race_Asian__x__religion_Muslim,-0.18216273952161266,0.27910038526002245,-0.6526782087810509,0.514125398170346,-0.7299038301195279,0.36557835107630254,
extraversion,race_Asian__x__religion_Nothing in particular,-0.19325516838515713,0.2795293104253131,-0.6913592284512597,0.4895127310538323,-0.7418380347391405,0.35532769796882624,
extraversion,race_Asian__x__religion_Orthodox,-0.17925904635442474,0.2804613065885781,-0.6391578522358818,0.5228779767146683,-0.7296709771664318,0.3711528844575824,
extraversion,race_Asian__x__religion_Other,-0.04978047192001611,0.2905542084965205,-0.17132937835458076,0.8640021317427715,-0.6199999608376983,0.520439016997666,
extraversion,race_Asian__x__religion_Roman Catholic,0.03434212952145144,0.2798810225334824,0.1227026013074647,0.9023691711815565,-0.5149309801423922,0.5836152391852951,
extraversion,race_Black__x__religion_Agnostic,-0.5818439788947236,0.29029617044639205,-2.004311589780929,0.045326863171727926,-1.1515570620514053,-0.012130895738041936,*
extraversion,race_Black__x__religion_Atheist,-0.20298545220560263,0.2929542542926423,-0.6928912935424837,0.48855113341122713,-0.7779150876199581,0.3719441832087529,
extraversion,race_Black__x__religion_Buddhist,0.051776768077006874,0.29113859935280884,0.17784233417384318,0.8588856110843212,-0.5195896016830668,0.6231431378370804,
extraversion,race_Black__x__religion_Hindu,-0.07471705878999024,0.27285352047611416,-0.2738357880067413,0.7842717564331558,-0.6101985298737014,0.4607644122937209,
extraversion,race_Black__x__religion_Jewish,0.15702904750054708,0.2701655630205479,0.5812326550612373,0.5612248006055998,-0.3731772436624305,0.6872353386635246,
extraversion,race_Black__x__religion_Mormon,0.10809089247649384,0.3020553820004884,0.3578512382749699,0.7205360190856701,-0.48469992077795043,0.7008817057309381,
extraversion,race_Black__x__religion_Muslim,0.01002664961415406,0.30201455921159537,0.03319922602515747,0.973522854377371,-0.5826840479539979,0.6027373471823061,
extraversion,race_Black__x__religion_Nothing in particular,-0.381835157680648,0.26624943087622743,-1.4341257234767704,0.151873254226084,-0.9043559471211639,0.1406856317598678,
extraversion,race_Black__x__religion_Orthodox,-0.24750438753601428,0.2818625102471085,-0.8781032543811076,0.3801149723541568,-0.800666213585028,0.3056574385129995,
extraversion,race_Black__x__religion_Other,-0.17540204383455454,0.28043132171878304,-0.6254723714865488,0.5318148565961502,-0.725755128632187,0.374951040963078,
extraversion,race_Black__x__religion_Roman Catholic,-0.3051590304889195,0.30671364880128127,-0.9949313689872048,0.32002899465823814,-0.9070918022375636,0.2967737412597246,
extraversion,race_Hispanic__x__religion_Agnostic,-0.14479969108401777,0.27977127910960264,-0.5175645318020343,0.6048854812527807,-0.693857426689435,0.40425804452139935,
extraversion,race_Hispanic__x__religion_Atheist,0.19218037512083597,0.25821432250275306,0.7442669068784399,0.4569034325561121,-0.31457132457278114,0.6989320748144531,
extraversion,race_Hispanic__x__religion_Buddhist,0.30795306606482464,0.26922416483117045,1.1438537334044325,0.25297926804325926,-0.22040570894207134,0.8363118410717206,
extraversion,race_Hispanic__x__religion_Hindu,-0.10430442981514654,0.2570126514127833,-0.4058338344116186,0.6849582508282641,-0.6086978216449217,0.4000889620146286,
extraversion,race_Hispanic__x__religion_Jewish,0.051061338712427795,0.26738624345665185,0.19096471849983473,0.8485950047491401,-0.47369047223680794,0.5758131496616635,
extraversion,race_Hispanic__x__religion_Mormon,0.078965958848141,0.2746855008741732,0.2874777103153814,0.7738107486077624,-0.4601108169867692,0.6180427346830513,
extraversion,race_Hispanic__x__religion_Muslim,-0.11873687926814613,0.25156508543918094,-0.4719926815792261,0.6370429728590956,-0.6124392943559682,0.374965535819676,
extraversion,race_Hispanic__x__religion_Nothing in particular,-0.18474800742398673,0.2553660661485218,-0.7234634194370079,0.46957753292693805,-0.6859099368264752,0.31641392197850166,
extraversion,race_Hispanic__x__religion_Orthodox,0.058733031972621155,0.2764798485801513,0.2124315109193012,0.831817055502436,-0.4838651935674504,0.6013312575126927,
extraversion,race_Hispanic__x__religion_Other,0.19176452224453258,0.26479089844018433,0.7242111544398561,0.46911864345411736,-0.32789386288060984,0.711422907369675,
extraversion,race_Hispanic__x__religion_Roman Catholic,0.14287941194619536,0.23911822483676673,0.5975262322381806,0.5503018696242091,-0.3263957455635516,0.6121545694559423,
extraversion,race_Other__x__religion_Agnostic,-0.06288940260428127,0.2734893817976345,-0.22995189864744223,0.8181798236091753,-0.5996187665326909,0.47383996132412837,
extraversion,race_Other__x__religion_Atheist,0.1748126972836132,0.266479322461941,0.6560084875200035,0.5119812740852829,-0.3481592598174586,0.6977846543846851,
extraversion,race_Other__x__religion_Buddhist,0.1540648707579264,0.2558227660871736,0.6022328392205235,0.5471662737703723,-0.34799334304861274,0.6561230845644656,
extraversion,race_Other__x__religion_Hindu,0.022391852660819556,0.26540197435148805,0.08436957831807482,0.932780790761528,-0.49846578335673486,0.543249488678374,
extraversion,race_Other__x__religion_Jewish,0.014627986302541696,0.2516711854082275,0.058123405263157644,0.9536628440322169,-0.47928265247764057,0.508538625082724,
extraversion,race_Other__x__religion_Mormon,0.007147706725845082,0.28631178097396776,0.024964766386944347,0.980088434251497,-0.5547459180916469,0.569041331543337,
extraversion,race_Other__x__religion_Muslim,-0.02324127147262567,0.2708447857405727,-0.08581029687936176,0.9316357306677217,-0.5547805532478471,0.5082980103025958,
extraversion,race_Other__x__religion_Nothing in particular,-0.2935543226383574,0.26674527742362786,-1.1005042918610068,0.27139783937218015,-0.8170482226261384,0.22993957734942366,
extraversion,race_Other__x__religion_Orthodox,-0.28732598472728643,0.26520505266609407,-1.0834106735102202,0.27890758732786086,-0.8077971572914866,0.23314518783691374,
extraversion,race_Other__x__religion_Other,-0.3361810280488088,0.27010760976661996,-1.244618870009912,0.2135861111400299,-0.866273584583722,0.19391152848610438,
extraversion,race_Other__x__religion_Roman Catholic,0.24544940219059808,0.26696448634239134,0.9194084410006528,0.35812089069906305,-0.27847470047182443,0.7693735048530206,
agreeableness,sex_Female,0.09728745184585419,0.04919684112237893,1.9775141986016564,0.048279074295252085,0.0007374904932783422,0.19383741319843004,*
agreeableness,race_Asian,-0.02871159154559333,0.14106118003235163,-0.203539992640133,0.8387576128271659,-0.30554748526879827,0.2481243021776116,
agreeableness,race_Black,-0.25046523386164293,0.13686013721311618,-1.8300817094142094,0.06755835347754628,-0.5190564819412642,0.01812601421797838,
agreeableness,race_Hispanic,0.010974924461968794,0.12146830296023078,0.09035216755734234,0.9280268630195185,-0.22740948577282713,0.24935933469676472,
agreeableness,race_Other,0.14401936991263198,0.12338263960551629,1.1672579738372937,0.24340603997536817,-0.09812197115149027,0.3861607109767542,
agreeableness,religion_Agnostic,0.08174472719074222,0.1302650895596356,0.627525973897399,0.5304688877026638,-0.17390358427882308,0.3373930386603075,
agreeableness,religion_Atheist,-0.19661002325654267,0.12266847441760449,-1.6027754823722387,0.10932452180662343,-0.4373497982908315,0.04412975177774614,
agreeableness,religion_Buddhist,-0.03085172754944876,0.11419233027983046,-0.2701733774400261,0.787086943335677,-0.2549568697445027,0.19325341464560516,
agreeableness,religion_Hindu,-0.09004302981615964,0.11556917811041241,-0.7791266779636902,0.4361037302177173,-0.3168502683612696,0.13676420872895031,
agreeableness,religion_Jewish,-0.15413268624265242,0.11325815052824602,-1.3608970791396817,0.1738766089419089,-0.3764044786360906,0.06813910615078575,
agreeableness,religion_Mormon,0.13326832457211674,0.13751117470519358,0.9691454156931393,0.3327251543282256,-0.13660059994495694,0.4031372490891904,
agreeableness,religion_Muslim,-0.07643078196988173,0.12050899799995915,-0.6342329887259344,0.5260850878408247,-0.31293253358826034,0.16007096964849685,
agreeableness,religion_Nothing in particular,-0.09974289654482871,0.11359199419090328,-0.878080337045587,0.38012740163556713,-0.3226698650022581,0.12318407191260067,
agreeableness,religion_Orthodox,-0.08747753059591501,0.1206684104036974,-0.7249414349891412,0.468670705805037,-0.3242921328174809,0.14933707162565094,
agreeableness,religion_Other,-0.10043320916976825,0.1270911426272424,-0.7902455442102546,0.4295862690575356,-0.34985257490488286,0.14898615656534636,
agreeableness,religion_Roman Catholic,-0.023645857041904028,0.1133780752354841,-0.20855758040337194,0.8348393942798729,-0.2461530045025558,0.19886129041874775,
agreeableness,political_views_Conservative,0.026259904954514662,0.03523408257740071,0.7452983881963732,0.45628007272220517,-0.04288781334470054,0.09540762325372987,
agreeableness,political_views_Liberal,0.0007120309024634397,0.035408713833137824,0.02010891742125561,0.9839608091600205,-0.06877840535602944,0.07020246716095632,
agreeableness,political_views_Very conservative,-0.026975837816728136,0.0347942290941468,-0.7752963212300658,0.4383620949756848,-0.09526033327805175,0.04130865764459549,
agreeableness,political_views_Very liberal,-0.022280992725091806,0.03470482378941147,-0.6420142877051517,0.5210224611187482,-0.09039002816662597,0.04582804271644236,
agreeableness,political_party_Democrat,-0.035181843112684186,0.032026807480472944,-1.0985123363961549,0.2722657550324313,-0.0980352083682729,0.027671522142904525,
agreeableness,political_party_Republican,0.03282389344409836,0.03168030227865776,1.0360978615475842,0.3004263939942608,-0.029349447178191185,0.09499723406638791,
agreeableness,political_party_Something else,0.0456308294513504,0.0315616301335162,1.4457690955225317,0.14857959658016662,-0.016309614286390342,0.10757127318909114,
agreeableness,sex_Female__x__race_Asian,-0.14101466208911714,0.069308672029725,-2.034589005379283,0.04217610381214169,-0.27703456607486965,-0.0049947581033646105,*
agreeableness,sex_Female__x__race_Black,-0.10343257283423955,0.07068140922380696,-1.4633631950762143,0.14370663754200189,-0.24214650594893888,0.035281360280459764,
agreeableness,sex_Female__x__race_Hispanic,-0.13122176463677782,0.07109959979077217,-1.845604827916468,0.06526799352930196,-0.2707564066050815,0.008312877331525859,
agreeableness,sex_Female__x__race_Other,-0.1536196016930555,0.0701811320935451,-2.188901733421662,0.02885252268494797,-0.29135172913709784,-0.015887474249013128,*
agreeableness,race_Asian__x__religion_Agnostic,-0.041225664851240074,0.18741309204955317,-0.21997217163643912,0.8259412063682741,-0.4090282794406566,0.32657694973817647,
agreeableness,race_Asian__x__religion_Atheist,0.2546943297545583,0.18345622753652915,1.3883111692343313,0.16537547534768396,-0.10534284487785939,0.614731504386976,
agreeableness,race_Asian__x__religion_Buddhist,0.23817047495564084,0.18178197690634393,1.3101985081741567,0.19045289287295794,-0.11858094331618443,0.5949218932274661,
agreeableness,race_Asian__x__religion_Hindu,0.013831781179932001,0.17517207727958564,0.07896110724231242,0.9370805811971379,-0.3299475531338927,0.3576111154937567,
agreeableness,race_Asian__x__religion_Jewish,0.3337933927236072,0.18382785645495167,1.8157933142488971,0.06972468814398558,-0.026973112428669233,0.6945598978758836,
agreeableness,race_Asian__x__religion_Mormon,-0.1655760635633986,0.18941524647738878,-0.8741432732721653,0.38226639131496365,-0.5373079534521896,0.20615582632539248,
agreeableness,race_Asian__x__religion_Muslim,-0.022498268210311423,0.17743048560394012,-0.126800465735815,0.8991257952686156,-0.37070978214096056,0.3257132457203377,
agreeableness,race_Asian__x__religion_Nothing in particular,0.20883637501414498,0.17770316312208242,1.175197848733137,0.24021700540844684,-0.13991027497885555,0.5575830250071455,
agreeableness,race_Asian__x__religion_Orthodox,0.12207499822195722,0.1782956543566433,0.6846773616690154,0.49371849711371474,-0.2278344297968985,0.47198442624081294,
agreeableness,race_Asian__x__religion_Other,0.18197359876204944,0.1847119424782479,0.9851750586374731,0.32479487177158284,-0.18052794606826794,0.5444751435923668,
agreeableness,race_Asian__x__religion_Roman Catholic,0.0972048453089156,0.17792675453736165,0.5463194422989613,0.584977691466853,-0.2519806081115301,0.4463902987293613,
agreeableness,race_Black__x__religion_Agnostic,0.22693067258171817,0.18454790179985212,1.229657288804245,0.21913712715318331,-0.13524893854720638,0.5891102837106428,
agreeableness,race_Black__x__religion_Atheist,0.36724231833454196,0.18623770637384718,1.9719009940841536,0.04891754347772512,0.0017464258633502205,0.7327382108057336,*
agreeableness,race_Black__x__religion_Buddhist,0.25294891106285444,0.18508345308478877,1.3666749071672861,0.17205823668275022,-0.11028173209746273,0.6161795542231716,
agreeableness,race_Black__x__religion_Hindu,0.3295691729116272,0.17345921107102116,1.8999808132223566,0.05774538743030877,-0.010848621058018648,0.669986966881273,
agreeableness,race_Black__x__religion_Jewish,0.4133721971279357,0.17175041516169437,2.4068192017979495,0.016286599455388472,0.07630795544418845,0.750436438811683,*
